taxonomy,exp_id,experiment,sample_type,media,subculture_time,preculture_time,c18positive,c18negative,hilicpositive,culture_source,grouped_taxonomy,kingdom,phylum,class,order,family,genus,species,strain,morphology
Clostridium hathewayi WAL-18680 BEI HM-308,957,20180716,supernatant,mm,16,29,s01811,s01933,s02041,c0048,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Clostridium hathewayi WAL-18680 BEI HM-308,958,20180716,supernatant,mm,16,29,s01812,s01934,s02042,c0048,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Clostridium hathewayi WAL-18680 BEI HM-308,959,20180716,supernatant,mm,16,29,s01813,s01935,s02043,c0048,Clostridium hathewayi,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,hathewayi,WAL-18680,
Intestinibacter bartlettii DSM 16795,963,20180618,supernatant,mm,12,24,s00898,s00724,s01061,c0037,Intestinibacter bartlettii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Intestinibacter,bartlettii,,
Intestinibacter bartlettii DSM 16795,964,20180618,supernatant,mm,12,24,s00899,s00725,s01062,c0037,Intestinibacter bartlettii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Intestinibacter,bartlettii,,
Intestinibacter bartlettii DSM 16795,965,20180618,supernatant,mm,12,24,s00900,s00726,s01063,c0037,Intestinibacter bartlettii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Intestinibacter,bartlettii,,
Citrobacter youngae ATCC 29220,966,20180716,supernatant,mm,16,29,s01748,s01868,s01978,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Citrobacter youngae ATCC 29220,967,20180716,supernatant,mm,16,29,s01749,s01869,s01979,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Citrobacter youngae ATCC 29220,968,20180716,supernatant,mm,16,29,s01750,s01870,s01980,c0271,Citrobacter youngae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,youngae,,
Ruminococcus bromii ATCC 27255,976,20180728,supernatant,mm,31,40,s02757,s02561,s02364,c0138,Ruminococcus bromii,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,,
Ruminococcus bromii ATCC 27255,977,20180728,supernatant,mm,,,s02758,s02562,s02365,c0138,Ruminococcus bromii,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,,
Ruminococcus bromii ATCC 27255,978,20180728,supernatant,mm,,,s02759,s02563,s02366,c0138,Ruminococcus bromii,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,bromii,,
Bifidobacterium dentium ATCC 27678,979,20180728,supernatant,mm,21,40,s02671,s02475,s02277,c0246,Bifidobacterium dentium,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,,
Bifidobacterium dentium ATCC 27678,980,20180728,supernatant,mm,,,s02672,s02476,s02278,c0246,Bifidobacterium dentium,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,,
Bifidobacterium dentium ATCC 27678,981,20180728,supernatant,mm,,,,s02477,s02279,c0246,Bifidobacterium dentium,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,,
Bacteroides sp. 4_1_36 BEI HM-258,982,20180629,supernatant,mm,24,25,s01703,s01536,s01333,c0218,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,4_1_36,
Bacteroides sp. 4_1_36 BEI HM-258,983,20180629,supernatant,mm,24,25,s01704,s01537,,c0218,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,4_1_36,
Bacteroides sp. 4_1_36 BEI HM-258,984,20180629,supernatant,mm,24,25,s01705,s01538,s01335,c0218,Bacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,4_1_36,
Clostridium spiroforme DSMZ 1552 M2,985,20190228,supernatant,ycfag,17.25,,s03902,s03742,,c0063,Clostridium spiroforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,spiroforme,,m2_large_col
Clostridium spiroforme DSMZ 1552 M2,986,20190228,supernatant,ycfag,17.25,,s03903,s03743,,c0063,Clostridium spiroforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,spiroforme,,m2_large_col
Clostridium spiroforme DSMZ 1552 M2,987,20190228,supernatant,ycfag,17.25,,s03904,s03744,,c0063,Clostridium spiroforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,spiroforme,,m2_large_col
Clostridium cadaveris CC40_001C BEI HM-1039,988,20180512,supernatant,mm,12,24,s00049,s00166,,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium cadaveris CC40_001C BEI HM-1039,989,20180512,supernatant,mm,12,24,s00050,s00167,,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium cadaveris CC40_001C BEI HM-1039,990,20180512,supernatant,mm,12,24,s00051,s00168,,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium cadaveris CC40_001C BEI HM-1039,991,20180512,supernatant,mm,12,24,s00052,s00169,,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium cadaveris CC40_001C BEI HM-1039,992,20180512,supernatant,mm,12,24,s00053,s00170,,c0041,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC40_001C,
Clostridium spiroforme DSMZ 1552 M1,993,20190228,supernatant,ycfag,17.25,,s03905,s03745,,c0065,Clostridium spiroforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,spiroforme,,m1_small_col
Clostridium spiroforme DSMZ 1552 M1,994,20190228,supernatant,ycfag,17.25,,s03906,s03746,,c0065,Clostridium spiroforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,spiroforme,,m1_small_col
Clostridium spiroforme DSMZ 1552 M1,995,20190228,supernatant,ycfag,17.25,,s03907,s03747,,c0065,Clostridium spiroforme,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,spiroforme,,m1_small_col
Lactobacillus reuteri CF48-3A BEI HM-102,996,20180512,supernatant,mm,12,24,s00094,,s00660,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Lactobacillus reuteri CF48-3A BEI HM-102,997,20180512,supernatant,mm,12,24,s00095,,s00661,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Lactobacillus reuteri CF48-3A BEI HM-102,998,20180512,supernatant,mm,12,24,s00096,,s00662,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Lactobacillus reuteri CF48-3A BEI HM-102,999,20180512,supernatant,mm,12,24,s00097,,s00663,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Lactobacillus reuteri CF48-3A BEI HM-102,1000,20180512,supernatant,mm,12,24,s00098,,s00664,c0119,Lactobacillus reuteri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri,CF48-3A,
Roseburia inulinivorans DSMZ 16841,1001,20190228,supernatant,ycfag,17.25,,s03908,s03748,,c0133,Roseburia inulinivorans,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans,,
Roseburia inulinivorans DSMZ 16841,1002,20190228,supernatant,ycfag,17.25,,s03909,s03749,,c0133,Roseburia inulinivorans,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans,,
Roseburia inulinivorans DSMZ 16841,1003,20190228,supernatant,ycfag,17.25,,s03910,s03750,,c0133,Roseburia inulinivorans,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,inulinivorans,,
Streptococcus parasanguinis CC87K BEI HM-1060,1009,20180512,supernatant,mm,12,24,s00099,,s00665,c0149,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Streptococcus parasanguinis CC87K BEI HM-1060,1010,20180512,supernatant,mm,12,24,s00100,,s00666,c0149,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Streptococcus parasanguinis CC87K BEI HM-1060,1011,20180512,supernatant,mm,12,24,s00101,,s00667,c0149,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Streptococcus parasanguinis CC87K BEI HM-1060,1012,20180512,supernatant,mm,12,24,s00102,,s00668,c0149,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Streptococcus parasanguinis CC87K BEI HM-1060,1013,20180512,supernatant,mm,12,24,s00103,,,c0149,Streptococcus parasanguinis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,parasanguinis,CC87K,
Clostridium cadaveris CC44_001G BEI HM-1040,1014,20180512,supernatant,mm,12,24,s00054,s00171,,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,1015,20180512,supernatant,mm,12,24,s00055,s00172,,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,1016,20180512,supernatant,mm,12,24,s00056,s00173,,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,1017,20180512,supernatant,mm,12,24,s00057,s00174,,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Clostridium cadaveris CC44_001G BEI HM-1040,1018,20180512,supernatant,mm,12,24,s00058,s00175,,c0042,Clostridium cadaveris,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,cadaveris,CC44_001G,
Peptostreptococcus sp. CC14N BEI HM-1051,1019,20180512,supernatant,mm,12,24,s00108,,s00673,c0130,Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptocaccaceae,Peptostreptococcus,,CC14N,
Peptostreptococcus sp. CC14N BEI HM-1051,1020,20180512,supernatant,mm,12,24,s00109,,s00674,c0130,Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptocaccaceae,Peptostreptococcus,,CC14N,
Peptostreptococcus sp. CC14N BEI HM-1051,1021,20180512,supernatant,mm,12,24,s00110,,s00675,c0130,Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptocaccaceae,Peptostreptococcus,,CC14N,
Peptostreptococcus sp. CC14N BEI HM-1051,1022,20180512,supernatant,mm,12,24,s00111,,s00676,c0130,Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptocaccaceae,Peptostreptococcus,,CC14N,
Peptostreptococcus sp. CC14N BEI HM-1051,1023,20180512,supernatant,mm,12,24,s00112,,s00677,c0130,Peptostreptococcus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptocaccaceae,Peptostreptococcus,,CC14N,
Bifidobacterium pseudocatenulatum DSMZ 20438,1025,20181108,supernatant,mms,,20,s03260,s03343,s03426,c0251,Bifidobacterium pseudocatenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudocatenulatum,,
Bifidobacterium pseudocatenulatum DSMZ 20438,1026,20181108,supernatant,pyg,,20,s03261,s03344,s03427,c0251,Bifidobacterium pseudocatenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudocatenulatum,,
Bifidobacterium pseudocatenulatum DSMZ 20438,1027,20181108,supernatant,rcm,,20,s03262,s03345,s03428,c0251,Bifidobacterium pseudocatenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudocatenulatum,,
Clostridium symbiosum WAL 14673 BEI HM-319,1028,20181108,supernatant,mm,,20,s03263,s03346,s03429,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,1029,20181108,supernatant,mms,,20,s03264,s03347,s03430,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,1030,20181108,supernatant,pyg,,20,s03265,s03348,s03431,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,1031,20181108,supernatant,rcm,,20,s03266,s03349,s03432,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Clostridium symbiosum WAL 14673 BEI HM-319,1032,20181108,supernatant,cm,,20,s03267,s03350,s03433,c0067,Clostridium symbiosum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,symbiosum,WAL 14673,
Anaerococcus lactolyticus CC31C BEI HM-1034,1038,20181108,supernatant,mm,,20,s03273,s03356,s03439,c0013,Anerociccus lactolyticus,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anerociccus,lactolyticus,CC31C,
Anaerococcus lactolyticus CC31C BEI HM-1034,1039,20181108,supernatant,mms,,20,s03274,s03357,s03440,c0013,Anerociccus lactolyticus,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anerociccus,lactolyticus,CC31C,
Anaerococcus lactolyticus CC31C BEI HM-1034,1040,20181108,supernatant,pyg,,20,s03275,s03358,s03441,c0013,Anerociccus lactolyticus,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anerociccus,lactolyticus,CC31C,
Anaerococcus lactolyticus CC31C BEI HM-1034,1041,20181108,supernatant,rcm,,20,s03276,s03359,s03442,c0013,Anerociccus lactolyticus,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anerociccus,lactolyticus,CC31C,
Bifidobacterium pseudocatenulatum DSMZ 20438,1045,20181108,supernatant,cm,,20,s03282,s03365,s03448,c0251,Bifidobacterium pseudocatenulatum,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,pseudocatenulatum,,
Anaerococcus lactolyticus CC31C BEI HM-1034,1046,20181108,supernatant,cm,,20,s03283,s03366,s03449,c0013,Anerociccus lactolyticus,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anerociccus,lactolyticus,CC31C,
Bacteroides plebeius DSMZ 17135,1092,20180512,supernatant,mm,12,24,s00408,s00284,s00531,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,1093,20180512,supernatant,mm,12,24,s00409,s00285,s00532,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,1094,20180512,supernatant,mm,12,24,s00410,s00286,s00533,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Bacteroides plebeius DSMZ 17135,1095,20180512,supernatant,mm,12,24,s00411,s00287,s00534,c0189,Bacteroides plebeius,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,plebeius,,
Lactobacillus rhamnosus GG ATCC 53103,1108,20180512,supernatant,mm,12,24,s00490,s00366,s00613,c0120,Lactobacillus rhamnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,rhamnosus,GG,
Lactobacillus rhamnosus GG ATCC 53103,1109,20180512,supernatant,mm,12,24,s00491,s00367,s00614,c0120,Lactobacillus rhamnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,rhamnosus,GG,
Lactobacillus rhamnosus GG ATCC 53103,1110,20180512,supernatant,mm,12,24,s00492,s00368,s00615,c0120,Lactobacillus rhamnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,rhamnosus,GG,
Lactobacillus rhamnosus GG ATCC 53103,1111,20180512,supernatant,mm,12,24,s00493,s00369,s00616,c0120,Lactobacillus rhamnosus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,rhamnosus,GG,
Slackia exigua ATCC 700122,1112,20190228,supernatant,mms,17.25,,s03845,s03685,s03540,c0375,Slackia exigua,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,exigua,,
Slackia exigua ATCC 700122,1113,20190228,supernatant,mms,17.25,,s03846,s03686,s03541,c0375,Slackia exigua,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,exigua,,
Slackia exigua ATCC 700122,1114,20190228,supernatant,mms,17.25,,s03847,s03687,s03542,c0375,Slackia exigua,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,exigua,,
Clostridium perfringens,1121,20190228,supernatant,rcmwoa,17.25,,s03869,,s03564,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1122,20190228,supernatant,rcmwoa,17.25,,s03870,s03710,s03565,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1123,20190228,supernatant,rcmwoa,17.25,,s03871,s03711,s03566,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1124,20190228,supernatant,rcmwoa,17.25,,s03872,s03712,s03567,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1125,20190228,supernatant,rcmwoa,17.25,,s03873,,s03568,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1126,20190228,supernatant,rcmwoa,17.25,,s03874,s03714,s03569,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1127,20190228,supernatant,rcmwoa,17.25,,s03875,,s03570,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1128,20190228,supernatant,rcmwoa,17.25,,s03876,s03716,s03571,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
Clostridium perfringens,1129,20190228,supernatant,rcmwoa,17.25,,s03877,,s03572,c0356,Clostridium perfringens,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridaceae,Clostridium,perfringens,,
,1367,20190228,media_blank,mms,17.25,,s03842,s03682,s03537,,,,,,,,,,,
,1368,20190228,media_blank,mms,17.25,,s03843,s03683,s03538,,,,,,,,,,,
,1369,20190228,media_blank,mms,17.25,,s03844,s03684,s03539,,,,,,,,,,,
,1370,20190228,media_blank,ycfag,17.25,,s03911,s03751,,,,,,,,,,,,
,1371,20190228,media_blank,ycfag,17.25,,s03912,s03752,,,,,,,,,,,,
,1372,20190228,media_blank,ycfag,17.25,,s03913,s03753,,,,,,,,,,,,
,1373,20181108,media_blank,pyg,,30,s03250,s03333,s03416,,,,,,,,,,,
,1374,20181108,media_blank,pyg,,30,s03251,s03334,s03417,,,,,,,,,,,
,1375,20181108,media_blank,pyg,,30,s03252,s03335,s03418,,,,,,,,,,,
,1376,20181108,media_blank,pyg,,20,s03278,s03361,s03444,,,,,,,,,,,
,1377,20181108,media_blank,mms,,20,s03279,s03362,s03445,,,,,,,,,,,
,1378,20180728,media_blank,cm,,,s02812,s02616,s02420,,,,,,,,,,,
,1379,20180728,media_blank,cm,,,s02813,s02617,s02421,,,,,,,,,,,
,1380,20180728,media_blank,cm,,,s02814,s02618,s02422,,,,,,,,,,,
,1381,20190228,media_blank,mml,17.25,,s03839,s03679,s03534,,,,,,,,,,,
,1382,20190228,media_blank,mml,17.25,,s03840,s03680,s03535,,,,,,,,,,,
,1383,20190228,media_blank,mml,17.25,,s03841,s03681,s03536,,,,,,,,,,,
,1384,20180629,media_blank,mm,,,,s01503,s01189,,,,,,,,,,,
,1385,20180629,media_blank,mm,,,,s01504,s01190,,,,,,,,,,,
,1386,20180629,media_blank,mm,,,s01561,s01505,s01191,,,,,,,,,,,
,1387,20181108,media_blank,rcm,,20,s03281,s03364,s03447,,,,,,,,,,,
,1388,20180512,media_blank,mm,,,s00015,s00136,s00223,,,,,,,,,,,
,1389,20180512,media_blank,mm,,,s00059,s00176,,,,,,,,,,,,
,1390,20180512,media_blank,mm,,,s00044,,s00252,,,,,,,,,,,
,1391,20180512,media_blank,mm,,,,,s00238,,,,,,,,,,,
,1392,20180512,media_blank,mm,,,s00074,,,,,,,,,,,,,
,1393,20180512,media_blank,mm,,,s00089,,,,,,,,,,,,,
,1394,20181108,media_blank,mm,,20,s03277,s03360,s03443,,,,,,,,,,,
,1395,20181108,media_blank,mm,,30,s03225,s03308,s03391,,,,,,,,,,,
,1396,20181108,media_blank,mm,,30,s03226,s03309,s03392,,,,,,,,,,,
,1397,20181108,media_blank,mm,,30,s03227,s03310,s03393,,,,,,,,,,,
,1398,20181108,media_blank,cm,,20,s03280,s03363,s03446,,,,,,,,,,,
,1399,20190228,media_blank,pyg,17.25,,s03866,s03706,s03561,,,,,,,,,,,
,1400,20190228,media_blank,pyg,17.25,,s03867,s03707,s03562,,,,,,,,,,,
,1401,20190228,media_blank,pyg,17.25,,s03868,s03708,s03563,,,,,,,,,,,
,1402,20180618,media_blank,mm,,,s01024,s00856,s01180.7,,,,,,,,,,,
,1403,20180618,media_blank,mm,,,s01025,s00857,s01180.8,,,,,,,,,,,
,1404,20180618,media_blank,mm,,,s01026,s00858,s01180.9,,,,,,,,,,,
Bacteroides eggerthii ATCC 27754,1405,20191105,supernatant,paf,,40,s04634,s04674,s04711,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,1406,20191105,supernatant,paf,,40,s04635,s04675,s04712,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
Bacteroides eggerthii ATCC 27754,1407,20191105,supernatant,paf,,40,s04636,s04676,s04713,c0173,Bacteroides eggerthii,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,,
