id,TGG OTU_ID(ANI0.95),dRep OTU_ID(ANI0.95),Type,Contig_numbers,N50,Genome_length,GC,Completeness,Contamination,Strain_heterogeneity,Num_CDS,Num_Gene,Num_5S_rRNA,Num_16S_rRNA,Num_23S_rRNA,Num_tRNA,Quality_score,Quality_tier_standard(MIMAG，10.1038/nbt.3893),GTDB_classification
ISO_B422-3,TGG_OTU9,106_1,Cultivated,36,190860,3489186,0.346749,99.29,0.35,0,3084,3127,1,1,1,40,97.54,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
ISO_B311-2,TGG_OTU9,106_1,Cultivated,43,400800,3480724,0.351841,99.29,0,0,3075,3118,0,1,1,40,99.29,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium xueshanense
MAG_QYSC.20.08_metabat2_bin.94*,TGG_OTU92,18_1,MAG,42,25525,617331,0.370909,72.41,0,0,661,702,0,1,0,40,72.41,Medium,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Shapirobacterales;f__UBA12405;g__UBA12158;s__
ISO_GLY1729-3.002*,TGG_OTU930,873_7,Cultivated,31,969173,5463770,0.350975,98.49,1.8,0,5489,5530,0,1,0,40,89.49,Medium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A luti
MAG_1907QMI1_metabat2_bin.15,TGG_OTU947,886_1,MAG,14,93931,823804,0.486777,62.11,0,0,844,886,1,1,1,40,62.11,Medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__
MAG_1906TGLS_vamb_S1C2815,TGG_OTU949,888_1,MAG,10,144657,1143161,0.450494,65.1,0,0,1213,1256,1,1,1,40,65.1,Medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__2011-GWC2-44-17;s__
MAG_1908TGLI1_vamb_S1C1078,TGG_OTU949,888_1,MAG,10,144657,1143161,0.450494,65.1,0,0,1212,1255,1,1,1,40,65.1,Medium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__2011-GWC2-44-17;s__
MAG_18PLSC_maxbin2_bin.20,TGG_OTU99,186_1,MAG,1041,6730,4764786,0.580634,92.66,3.15,0,4456,4498,0,0,0,40,76.91,Medium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__BOG-234;s__
MAG_1908TGLC3_vamb_S1C1195*,TGG_OTU1,1_1,MAG,210,6967,1158044,0.43315,84.33,0.85,0,1273,1314,1,1,1,39,80.08,Medium,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__UBA11096;s__
MAG_QYSC.20.08_metabat2_bin.112,TGG_OTU110,196_1,MAG,213,29027,4164785,0.566732,80.17,1.72,0,3442,3482,0,0,0,39,71.57,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1319;g__;s__
MAG_1807DKMD3_maxbin2_bin.96,TGG_OTU128,211_1,MAG,1247,2787,3057323,0.561155,82.77,1.91,60,2967,3007,0,1,0,39,73.22,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__;s__
MAG_1908QYC3_metabat2_bin.123,TGG_OTU137,219_1,MAG,794,6304,4213936,0.574821,90.72,1.05,0,3670,3709,0,0,0,39,85.47,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_TGLI1.17_vamb_bins_S1C6136,TGG_OTU142,223_1,MAG,213,31324,4842433,0.653243,78.1,0.23,100,3908,3947,0,0,0,39,76.95,Medium,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera;s__
MAG_1907PLC2_maxbin2_bin.12.001,TGG_OTU149,23_1,MAG,414,14320,2970783,0.394498,96.9,1.37,0,2544,2585,0,0,2,39,90.05,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__;g__;s__
MAG_1611DDSC1_metabat2_bin.103,TGG_OTU150,230_1,MAG,593,10630,4428660,0.633027,93.08,0.94,0,4077,4121,0,0,0,39,88.38,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__;s__
MAG_1908TGLC3_metabat2_bin.76,TGG_OTU16,111_1,MAG,171,38612,3993642,0.363202,96.37,2,50,3378,3415,1,0,0,39,86.37,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
MAG_1908TGLI2_vamb_S1C1949,TGG_OTU179,257_1,MAG,38,138754,3910978,0.499271,99.86,1.13,16.67,3490,3534,0,0,0,39,94.21,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__
MAG_1907NJYTS2_metabat2_bin.40,TGG_OTU179,257_1,MAG,116,49660,3727360,0.495209,97.07,0.5,0,3328,3370,1,0,0,39,94.57,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__
MAG_1908TGLI4_metabat2_bin.42,TGG_OTU179,257_1,MAG,35,138754,3527194,0.499687,88.51,0.83,0,3140,3182,0,0,0,39,84.36,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__
MAG_1907NJYTS1_metabat2_bin.13*,TGG_OTU179,257_1,MAG,23,198509,2897584,0.494485,79.54,0.83,0,2561,2602,0,0,0,39,75.39,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__
MAG_1905ZF6360S_maxbin2_bin.2.002,TGG_OTU184,261_1,MAG,43,126310,3437545,0.542344,95.92,0.1,0,3247,3287,0,0,0,39,95.42,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_1905ZF6320I2_metabat2_bin.2,TGG_OTU184,261_1,MAG,30,146304,3490052,0.537458,95.52,0.1,0,3300,3340,0,0,0,39,95.02,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_1907PLC3_maxbin2_bin.26,TGG_OTU191,268_1,MAG,401,11276,2846414,0.615333,89.42,2.76,0,2558,2598,0,0,0,39,75.62,Medium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
MAG_1907PLC3_metabat2_bin.153,TGG_OTU191,268_1,MAG,276,12120,2605697,0.614521,86.4,1.9,0,2334,2375,1,0,1,39,76.9,Medium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__
MAG_TGLI3.17_metabat2_bin.11,TGG_OTU202,278_1,MAG,165,35794,3595793,0.600681,96.21,1.07,25,3580,3622,0,1,1,39,90.86,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__Ga0077527;s__
MAG_TGLI2.17_metabat2_bin.34,TGG_OTU208,282_1,MAG,334,10263,2592371,0.638939,93.97,2.87,66.67,2565,2607,1,1,1,39,79.62,High,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__
MAG_1907PLC3_vamb_S1C9255,TGG_OTU217,290_1,MAG,100,34899,2724369,0.621289,74.13,0.93,100,2709,2751,0,0,0,39,69.48,Medium,d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__UBP12;f__UBA5184;g__;s__
MAG_TGLI1.17_metabat2_bin.45,TGG_OTU219,292_1,MAG,164,32170,2838513,0.622036,86.27,1.73,20,2951,2992,1,0,0,39,77.62,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__
MAG_KQGRSC.20.08_maxbin2_bin.110,TGG_OTU234,305_1,MAG,1198,3409,3282100,0.618884,83.37,3.51,14.29,3831,3872,1,1,0,39,65.82,Medium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__
MAG_TGLI4.17_vamb_bins_S1C2264*,TGG_OTU235,306_1,MAG,84,51308,3169258,0.711736,95.73,0,0,3090,3133,1,1,1,39,95.73,High,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__SIRW01;g__;s__
MAG_1909JMYZI1_metabat2_bin.63,TGG_OTU264,329_1,MAG,385,10433,3180568,0.610656,79.8,2.55,40,3052,3093,1,0,0,39,67.05,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_A;s__Arthrobacter_A sp002929705
MAG_1908KQGRS2_vamb_S1C6907,TGG_OTU271,335_1,MAG,260,23190,4906341,0.722222,69.83,0,0,4483,4538,2,2,1,39,69.83,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium aquaticum_B
MAG_1908TGLS3_vamb_S1C6365*,TGG_OTU283,345_1,MAG,101,63656,4772777,0.613397,91.83,1.69,25,4457,4502,0,0,0,39,83.38,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__
MAG_1908TGLC3_vamb_S1C10228,TGG_OTU290,351_1,MAG,142,28376,2674932,0.639124,95.38,0,0,2504,2547,0,0,0,39,95.38,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__
MAG_TGLI4.17_metabat2_bin.6,TGG_OTU295,356_1,MAG,186,26515,2827067,0.651524,89.6,1.77,25,2821,2862,1,1,0,39,80.75,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__UBA10887;s__
MAG_1909JMYZI1_metabat2_bin.22,TGG_OTU329,382_1,MAG,400,12276,3201294,0.707318,92.93,2.56,77.78,3038,3086,0,0,0,39,80.13,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp005774735
MAG_QYSC.20.08_vamb_bins_S1C9469*,TGG_OTU349,4_1,MAG,198,14738,2384439,0.415701,80.23,0.65,0,2002,2041,0,0,0,39,76.98,Medium,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp001714685
MAG_18PLSC_metabat2_bin.60*,TGG_OTU352,401_0,MAG,282,10509,1983661,0.667066,90.65,4.79,11.11,1966,2002,1,1,0,39,66.7,Medium,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PALSA-660;g__;s__
MAG_190624KS2_metabat2_bin.51*,TGG_OTU394,439_1,MAG,183,19936,2167828,0.634614,62.31,0,0,2065,2102,0,0,0,39,62.31,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__UBA10887;s__
MAG_TGLI3.17_vamb_bins_S1C13178*,TGG_OTU402,446_0,MAG,108,37725,3167593,0.689914,82.76,0,0,3202,3242,0,0,0,39,82.76,Medium,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__IMCC26256;g__;s__
MAG_1811AZI1_metabat2_bin.75.001,TGG_OTU417,46_1,MAG,707,9916,4813716,0.388387,90.86,2.46,57.14,3888,3927,0,0,0,39,78.56,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
MAG_1907NJYTS2_metabat2_bin.12,TGG_OTU475,510_1,MAG,1150,6402,5793286,0.673752,86.69,4.22,4.55,5629,5670,0,0,0,39,65.59,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__
MAG_1907QYI1_vamb_S1C387,TGG_OTU476,511_1,MAG,110,71339,4792716,0.642281,88.6,0.38,0,4331,4372,0,0,0,39,86.7,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__
MAG_1909JMYZI1_metabat2_bin.86,TGG_OTU482,516_1,MAG,1126,5649,5186732,0.677585,80.8,2.19,35.71,4891,4933,1,0,0,39,69.85,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas tsuruhatensis
MAG_1907PL4I1_maxbin2_bin.14.001,TGG_OTU485,519_1,MAG,215,39810,4515096,0.6946,84.69,1.51,50,4034,4078,0,0,0,39,77.14,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1908KQGRS1_metabat2_bin.21*,TGG_OTU487,520_1,MAG,350,13211,3169066,0.696994,62.23,1.72,100,3020,3064,0,0,0,39,53.63,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1908TGLI2_vamb_S1C7636,TGG_OTU490,522_2,MAG,127,45773,4101692,0.646634,89.97,0.89,80,3844,3888,0,0,0,39,85.52,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1908TGLI4_vamb_S1C5873,TGG_OTU490,522_2,MAG,111,50920,4134146,0.648819,89.92,0.39,50,3900,3945,0,0,0,39,87.97,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1905ZF6320I2_metabat2_bin.7,TGG_OTU494,525_1,MAG,802,14812,7751817,0.70445,94.83,2.96,0,7228,7279,0,0,0,39,80.03,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudorhodoferax;s__
MAG_1908TGLC2_metabat2_bin.146,TGG_OTU530,555_1,MAG,151,71614,4363064,0.587755,98.94,0.97,60,4175,4220,1,0,0,39,94.09,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_QYI.20.08_vamb_bins_S1C6250*,TGG_OTU538,562_1,MAG,79,60999,2922984,0.601716,96.04,0.4,0,2659,2700,1,0,0,39,94.04,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_1907PL4S_metabat2_bin.28*,TGG_OTU539,563_0,MAG,508,11325,3887513,0.605985,95.19,0.71,25,3606,3642,1,0,0,39,91.64,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herminiimonas;s__
MAG_1907PLC3_metabat2_bin.151,TGG_OTU55,146_1,MAG,571,10687,4539897,0.549625,88.71,3.64,0,4107,4148,1,0,0,39,70.51,Medium,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__SBR1031;f__UBA2796;g__;s__
MAG_1909JMYZI2_metabat2_bin.29,TGG_OTU564,578_1,MAG,694,8510,4480601,0.651958,66.38,0,0,4010,4053,1,0,0,39,66.38,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
MAG_1901QYS_vamb_S1C9100*,TGG_OTU57,148_1,MAG,119,40535,2195699,0.603585,94.08,1.81,60,2082,2122,0,0,0,39,85.03,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes
MAG_1908TGLC3_metabat2_bin.26,TGG_OTU603,609_2,MAG,73,102509,3987722,0.603065,82.96,0.18,50,3646,3688,1,0,0,39,82.06,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E canadensis
MAG_1905ZF6500I1_vamb_S1C10938*,TGG_OTU615,617_1,MAG,54,111104,3911090,0.610173,80.7,0,0,3526,3569,0,0,0,39,80.7,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
MAG_QYSC.20.08_metabat2_bin.102*,TGG_OTU618,62_0,MAG,130,10354,1047663,0.381238,69.73,4.49,75,950,993,1,1,1,39,47.28,Medium,d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UM-FILTER-48-10;g__;s__
MAG_1907PLC3_metabat2_bin.14,TGG_OTU630,630_1,MAG,426,9521,3051766,0.633209,90.02,2.07,52.94,2915,2954,1,0,0,39,79.67,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__
MAG_1908TGLC3_metabat2_bin.108,TGG_OTU633,633_1,MAG,329,10606,2330769,0.65869,91.5,1.7,23.08,2230,2271,0,0,0,39,83,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__
MAG_TGLSC.20.08_metabat2_bin.69,TGG_OTU636,635_1,MAG,413,10395,2979670,0.631095,89.07,3.41,65.38,2728,2767,0,0,0,39,72.02,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__
MAG_1907QMI1_metabat2_bin.52,TGG_OTU646,643_1,MAG,500,8889,3189841,0.61102,85.49,4,41.18,3298,3338,0,0,0,39,65.49,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__SISG01;s__
MAG_MGGQSC.20.08_metabat2_bin.8,TGG_OTU648,644_1,MAG,260,25551,3485504,0.575442,95.77,1.47,25,3413,3452,0,0,0,39,88.42,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
MAG_1905ZF6360I3_vamb_S1C2043,TGG_OTU66,156_1,MAG,18,255940,3309326,0.536445,97.85,0,0,3043,3084,2,0,0,39,97.85,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1907QYI1_vamb_S1C1689,TGG_OTU66,156_1,MAG,18,255940,3309354,0.536441,97.85,0,0,3046,3087,2,0,0,39,97.85,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylobacillus;s__Methylobacillus glycogenes
MAG_1907PLC3_vamb_S1C2510,TGG_OTU666,660_1,MAG,35,134808,3042361,0.662768,87.56,0,0,2920,2963,0,0,0,39,87.56,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
MAG_1908KQGRS_vamb_S1C1014,TGG_OTU68,158_1,MAG,36,266165,5357930,0.585021,99.64,1.34,83.33,4373,4417,0,1,0,39,92.94,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;s__
MAG_190624KSD_vamb_S1C2999,TGG_OTU682,671_3,MAG,398,9714,2982773,0.670416,89.17,2.06,40,2965,3005,0,0,0,39,78.87,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
MAG_KQGRI2.20.08_vamb_bins_S1C13219,TGG_OTU687,676_1,MAG,41,106525,2853598,0.690749,86.99,4.08,37.5,2820,2859,0,0,0,39,66.59,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
ISO_B1321-1.002,TGG_OTU700,684_1,Cultivated,21,267082,3603906,0.677953,100,0.65,0,3507,3553,0,1,0,39,96.75,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
MAG_1907PLC3_metabat2_bin.108,TGG_OTU724,702_1,MAG,355,14335,3107496,0.650912,86.05,1.23,21.43,2954,2996,0,0,0,39,79.9,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__
MAG_1811AZI1_metabat2_bin.32*,TGG_OTU726,704_0,MAG,591,5482,2583430,0.647215,87.41,2.77,30,2553,2596,0,0,0,39,73.56,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__
MAG_1909JMYZI1_metabat2_bin.39,TGG_OTU750,724_1,MAG,501,7661,3016194,0.638905,74.43,4.48,72.73,2951,2987,0,0,0,39,52.03,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__
MAG_1907NJYTS2_vamb_S1C6747,TGG_OTU762,735_1,MAG,70,74413,3370818,0.66663,73.28,0.86,0,3123,3165,0,0,0,39,68.98,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp004354345
MAG_TGLI3.17_metabat2_bin.38*,TGG_OTU767,738_0,MAG,983,3536,3137448,0.662027,78.46,4.52,35,3127,3168,1,0,0,39,55.86,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
MAG_1908KQGRI1_metabat2_bin.44*,TGG_OTU770,740_1,MAG,269,15013,2882675,0.671789,59.35,0,0,2693,2732,0,0,0,39,59.35,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
MAG_1909JMYZI3_vamb_S1C6393,TGG_OTU772,742_1,MAG,40,110106,3005659,0.671976,94.51,0.76,40,2810,2855,0,0,0,39,90.71,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
MAG_1909JMYZI2_vamb_S1C9623,TGG_OTU772,742_1,MAG,38,99234,3193103,0.670862,93.93,0.75,20,2991,3037,0,0,0,39,90.18,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
MAG_1909JMYZI1_metabat2_bin.23,TGG_OTU772,742_1,MAG,76,109809,3292839,0.668994,93.43,2.95,21.43,3094,3140,0,0,0,39,78.68,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
MAG_1907PLC3_maxbin2_bin.63,TGG_OTU795,762_1,MAG,180,72840,3262640,0.564801,91.02,0.89,0,3098,3142,0,0,0,39,86.57,Medium,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia_A;o__UBA1018;f__UBA1018;g__;s__
MAG_KQGRSC.20.08_metabat2_bin.70*,TGG_OTU797,764_0,MAG,721,6135,3461085,0.667368,88.06,3.51,9.09,3517,3557,0,0,0,39,70.51,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
MAG_1908QYC2_vamb_S1C8528,TGG_OTU802,769_1,MAG,232,33579,5134472,0.592774,89.53,4.52,22.22,4474,4514,1,0,0,39,66.93,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__;s__
MAG_1812RWS_metabat2_bin.6,TGG_OTU815,780_1,MAG,977,6035,4635387,0.416384,94.56,2.89,64.29,4423,4464,0,1,1,39,80.11,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Aliterella;s__
MAG_TGLSC.20.08_metabat2_bin.11,TGG_OTU818,782_1,MAG,479,14497,4741417,0.485208,95.75,1.89,40,4454,4494,0,0,0,39,86.3,High,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__ULC077BIN1;s__
MAG_MGGQSC.20.08_maxbin2_bin.2,TGG_OTU818,782_1,MAG,622,11273,4470868,0.492565,90.45,3.11,25,4133,4176,0,2,3,39,74.9,High,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__ULC077BIN1;s__
MAG_MGGQSC.20.08_metabat2_bin.86,TGG_OTU821,785_1,MAG,412,11085,3491133,0.49819,88.36,1.45,75,3307,3347,0,0,0,39,81.11,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__
MAG_KQGRSC.20.08_metabat2_bin.93*,TGG_OTU823,786_0,MAG,601,10442,4467826,0.458707,89.39,3.07,53.33,4366,4406,0,0,0,39,74.04,Medium,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__
MAG_1908KQGRS_metabat2_bin.66,TGG_OTU848,806_1,MAG,366,8484,2506294,0.384951,89.31,2.65,45.45,2317,2354,0,0,0,39,76.06,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter albensis
MAG_1905ZF6360I3_maxbin2_bin.0,TGG_OTU850,807_2,MAG,581,5695,2307927,0.409985,84.52,1.23,72.73,2025,2063,0,0,0,39,78.37,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter sp004331285
MAG_1909JMYZI2_metabat2_bin.4,TGG_OTU851,808_1,MAG,275,9992,2151393,0.438854,59.83,0,0,1981,2019,1,0,0,39,59.83,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter idrijaensis
MAG_1907QMI3_vamb_S1C15116,TGG_OTU856,812_1,MAG,177,32129,4149014,0.382137,94.77,3.07,37.5,3846,3886,2,0,1,39,79.42,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter guillouiae
