"column1","column2","column3","column4","column5","column6","column7","column8"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter albensis","MAG_1908KQGRS_metabat2_bin.66"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp004331285","MAG_1905ZF6360I3_maxbin2_bin.0"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter idrijaensis","MAG_1909JMYZI2_metabat2_bin.4"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter guillouiae","MAG_1907QMI3_vamb_S1C15116"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter guillouiae","MAG_1907QMI1_vamb_S1C12178"
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__PCC-6307","f__Cyanobiaceae","g__Cyanobium_A","MAG_RWS.20.06_metabat2_bin.9*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Rhodanobacteraceae","g__Dokdonella_A","MAG_TGLI3.17_metabat2_bin.57",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus safensis","ISO_R4-8-1.002*"
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI2_metabat2_bin.66",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI2_vamb_S1C2249",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","MAG_1905ZF6400I1_metabat2_bin.2",
"d__Bacteria","p__Aquificota","c__Aquificae","o__Aquificales","f__Aquificaceae","g__UBA11096","MAG_1908TGLC3_metabat2_bin.84",
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","MAG_1611DDSC1_maxbin2_bin.39",,,
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","MAG_1907PLC2_maxbin2_bin.44.002",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_1611DDSC3_metabat2_bin.25",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_1811AZI1_metabat2_bin.46",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_1811AZI1_vamb_S1C2254*",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_1907PLC1_metabat2_bin.77",,,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1908TGLI3_metabat2_bin.1",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1908TGLI3_vamb_S1C32",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907NJYTS_vamb_S1C1950",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_ZPGI1.20.10_metabat2_bin.16*",
"d__Bacteria","p__Actinobacteriota","c__Thermoleophilia","o__Solirubrobacterales","f__Solirubrobacteraceae","g__SEOHO-28","MAG_1807DKMD1_metabat2_bin.50*",
"d__Bacteria","p__Actinobacteriota","c__Thermoleophilia","o__Solirubrobacterales","f__70-9","g__VAYN01","MAG_KQGRI2.20.08_vamb_bins_S1C7210",
"d__Bacteria","p__Eremiobacterota","c__Eremiobacteria","o__UBP12","f__UBA5184","MAG_1907PLC1_metabat2_bin.26",,
"d__Bacteria","p__Firmicutes_B","c__TC1","o__TC1","f__TC1","MAG_1908TGLC2_metabat2_bin.114",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","MAG_1808QTI1_metabat2_bin.10*",,
"d__Bacteria","p__Patescibacteria","c__Dojkabacteria","MAG_KQGRSC.20.08_metabat2_bin.84",,,,
"d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Chthoniobacterales","MAG_TGLSC.20.08_metabat2_bin.83",,,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium","MAG_QYI.20.08_vamb_bins_S1C2247",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavipsychrobacter","MAG_1907QMI2_metabat2_bin.76",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","s__Tardiphaga sp007018905","MAG_1908TGLS1_maxbin2_bin.7.001"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Propionibacteriaceae","g__Tessaracoccus","MAG_1908TGLC2_vamb_S1C11203",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Propionibacteriaceae","g__Tessaracoccus","MAG_1807DKMD2_metabat2_bin.105",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Palsa-955","MAG_TGLI1.17_metabat2_bin.21",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","s__Cryobacterium sp004404055","MAG_QTS.20.06_vamb_bins_S1C24814*"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Microbacterium","s__Microbacterium sp005774735","MAG_1909JMYZI3_maxbin2_bin.15"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__UBA10887","MAG_1611DDSC2_metabat2_bin.101*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_18PLSC_metabat2_bin.2",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__X156","MAG_1908KQGRI1_maxbin2_bin.33.001",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Ferruginibacter","MAG_1907PLC3_metabat2_bin.42",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Anderseniellaceae","g__PALSA-927","MAG_1811AZI1_vamb_S1C5320*",
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Myxococcaceae","g__Myxococcus","MAG_1905ZF6280I1_metabat2_bin.8*",
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinococcus","s__Deinococcus sp002017875","MAG_1905ZF6500I1_vamb_S1C4330"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Micrococcus","MAG_1908KQGRS_metabat2_bin.49*",
"d__Bacteria","p__Acidobacteriota","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","MAG_18PLSC_metabat2_bin.20",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1611DDS_metabat2_bin.31*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907PLC3_metabat2_bin.33*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_KQGRSC.20.08_metabat2_bin.88",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus","MAG_1907QMI1_maxbin2_bin.60",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus","MAG_1907QMI1_metabat2_bin.45",
"d__Bacteria","p__Chloroflexota","c__Anaerolineae","o__SBR1031","f__UBA2796","MAG_1907PLC2_metabat2_bin.52",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_190624KS1_metabat2_bin.26",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E fragi_B","MAG_1908TGLC3_metabat2_bin.41"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Xanthomonadaceae","g__Thermomonas","MAG_1908TGLC2_metabat2_bin.12*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Spirosoma","MAG_1908KQGRS2_maxbin2_bin.13",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","MAG_1908KQGRS2_metabat2_bin.11",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Phenylobacterium","MAG_1905ZF6500I1_metabat2_bin.15*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Novosphingobium","MAG_1808QTI1_metabat2_bin.20.002*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandarakinorhabdus","MAG_1907PLC2_metabat2_bin.45*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandarakinorhabdus","MAG_1907QMI1_metabat2_bin.69",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Arcicella","MAG_1907NJYTS1_metabat2_bin.31",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__UBA1936","MAG_1908QYC3_metabat2_bin.28*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas_A","MAG_1908TGLC2_metabat2_bin.75",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingobium","s__Sphingobium sp003609795","MAG_ZPGI1.20.10_metabat2_bin.20"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Polymorphobacter","MAG_1811AZI1_metabat2_bin.5*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp004354345","MAG_1908TGLI3_metabat2_bin.11"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1905ZF6500I1_vamb_S1C5428*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","MAG_1907QMI1_vamb_S1C7904"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_190624KS1_vamb_S1C642.001",
"d__Bacteria","p__Bdellovibrionota","c__Bdellovibrionia_A","o__UBA1018","f__UBA1018","MAG_1907PLC3_vamb_S1C1814*",,
"d__Bacteria","p__Bdellovibrionota","c__Bdellovibrionia_A","o__UBA1018","f__UBA1018","MAG_1907PLC2_metabat2_bin.42",,
"d__Bacteria","p__Bdellovibrionota","c__Bdellovibrionia_A","o__UBA1018","f__UBA1018","MAG_1907PLC2_vamb_S1C1486",,
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Cyanobacteriales","f__Nostocaceae","g__Calothrix","MAG_1901QYS_maxbin2_bin.3.001",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__Phormidesmis_A","MAG_MGGQSC.20.08_metabat2_bin.72*",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__ULC077BIN1","MAG_QYSC.20.08_metabat2_bin.91",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Leptolyngbyales","f__Leptolyngbyaceae","g__ULC077BIN1","MAG_KQGRSC.20.08_metabat2_bin.59",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Moraxella_A","s__Moraxella_A osloensis_A","ISO_T3186-1"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Moraxella_A","s__Moraxella_A osloensis_A","ISO_T3186-2*"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Moraxella_A","s__Moraxella_A osloensis_A","ISO_T3191-2-1"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Lentimicrobiaceae","MAG_18PLSC_maxbin2_bin.13.001",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Psychrobacter","s__Psychrobacter aquaticus","ISO_B744-3.001*"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Methylophilaceae","g__Methylotenera","MAG_1811AZI1_maxbin2_bin.45",
"d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__OLB17","MAG_QYSC.20.08_metabat2_bin.65",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Hymenobacteraceae","g__Hymenobacter","MAG_1812RWS_metabat2_bin.18*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Rhodanobacteraceae","g__Dokdonella_A","MAG_TGLI3.17_vamb_bins_S1C4861",
"d__Bacteria","p__Firmicutes_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__UBA5774","MAG_QYSC.20.08_vamb_bins_S1C13021*",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus_B","s__Enterococcus_B faecium","MAG_KQGRSC.20.08_metabat2_bin.9"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A cereus_AQ","ISO_T3259-1"
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__UBA7683","g__UBA7683","MAG_TGLI1.17_maxbin2_bin.1",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI3_maxbin2_bin.29",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI3_metabat2_bin.73*",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__UBA1547","MAG_1907QMI3_vamb_S1C5797",
"d__Bacteria","p__Patescibacteria","c__Saccharimonadia","o__Saccharimonadales","f__Saccharimonadaceae","g__2011-GWC2-44-17","MAG_1906TGLS_metabat2_bin.56*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","MAG_1905ZF6400I1_vamb_S1C41.001",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Paludibacteraceae","g__Paludibacter","MAG_1807DKMD3_metabat2_bin.50",
"d__Bacteria","p__Planctomycetota","c__Phycisphaerae","o__UBA1161","MAG_18PLSC_metabat2_bin.92*",,,
"d__Bacteria","p__Actinobacteriota","c__UBA4738","MAG_TGLI1.17_metabat2_bin.12*",,,,
"d__Bacteria","p__Actinobacteriota","c__Coriobacteriia","o__OPB41","f__PHET01","MAG_18PLSC_metabat2_bin.59*",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__VadinHA17","g__SR-FBR-E99","MAG_QYSC.20.08_vamb_bins_S1C5488*",
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","MAG_1907PLC1_metabat2_bin.73",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_1811AZI1_maxbin2_bin.28.002",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_18PLSC_maxbin2_bin.19",,,
"d__Bacteria","p__Firmicutes_A","c__Clostridia","o__Saccharofermentanales","f__Saccharofermentanaceae","g__Firm-13","MAG_QYSC.20.08_metabat2_bin.72*",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","MAG_QYSC.20.08_maxbin2_bin.62",,
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","MAG_QYSC.20.08_metabat2_bin.51*",,
"d__Bacteria","p__Fibrobacterota","c__Chitinivibrionia","o__Chitinivibrionales","f__Chitinispirillaceae","MAG_QYSC.20.08_maxbin2_bin.39",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Ferrovaceae","MAG_QYSC.20.08_metabat2_bin.74",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__AKYH767","MAG_1905ZF6360I3_maxbin2_bin.7",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__AKYH767","MAG_1905ZF6360I3_vamb_S1C501",,,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__AKYH767","MAG_1905ZF6400I2_vamb_S1C15*",,,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__HYN0046","MAG_QYSC.20.08_vamb_bins_S1C6403*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Herminiimonas","MAG_1905ZF6400I2_vamb_S1C83",
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Chloroflexaceae","g__OHK40","MAG_1611DDSC2_metabat2_bin.121",
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Chloroflexaceae","g__OHK40","MAG_1611DDSC2_maxbin2_bin.118",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","MAG_TGLSC.20.08_maxbin2_bin.38*",
"d__Bacteria","p__Eremiobacterota","c__Eremiobacteria","o__UBP12","f__UBA5184","MAG_1907PLC1_maxbin2_bin.26",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","g__Ilumatobacter","MAG_1807DKMD1_metabat2_bin.73.002",
"d__Bacteria","p__Firmicutes_B","c__TC1","o__TC1","f__TC1","MAG_1908TGLC2_vamb_S1C16832*",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Bosea","MAG_1908KQGRS2_maxbin2_bin.21.002",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","MAG_TGLI3.17_metabat2_bin.32",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__Nocardioides sp002693615","MAG_1905ZF6360I3_vamb_S1C1532*"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_1907PLC3_metabat2_bin.110",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Angustibacteraceae","MAG_1807DKMD2_metabat2_bin.25",,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__X156","MAG_1908KQGRI1_metabat2_bin.38",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__UBA10887","MAG_1907PLC2_metabat2_bin.34*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Anderseniellaceae","g__PALSA-927","MAG_1811AZI1_metabat2_bin.22",
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinococcus","s__Deinococcus sp002017875","MAG_1909JMYZI3_metabat2_bin.4"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Aquabacterium","MAG_1908NJYTI1_metabat2_bin.2.001*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1905ZF6280I1_vamb_S1C801",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Ramlibacter","MAG_1811ZXGI1_metabat2_bin.11*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_1907QMS_metabat2_bin.29",
"d__Bacteria","p__Armatimonadota","c__Chthonomonadetes","o__Chthonomonadales","f__Chthonomonadaceae","MAG_1907PLC1_metabat2_bin.27",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","MAG_TGLI3.17_metabat2_bin.9",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Cyclobacteriaceae","g__Algoriphagus","MAG_1907QMI2_metabat2_bin.81",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_1807DKMD1_vamb_S1C11129",
"d__Bacteria","p__Patescibacteria","c__UBA1384","o__2-12-FULL-50-11","MAG_TGLSC.20.08_metabat2_bin.19*",,,
"d__Bacteria","p__Patescibacteria","c__UBA1384","o__2-12-FULL-50-11","MAG_TGLSC.20.08_vamb_bins_S1C2586",,,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-908","MAG_1812RWS_metabat2_bin.12",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Blastomonas","MAG_1907MDGRS_vamb_S1C6022*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sandarakinorhabdus","MAG_1611DDSC1_metabat2_bin.44",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas_A","MAG_QYSC.20.08_metabat2_bin.41",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas_A","MAG_1908TGLC1_metabat2_bin.105",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Polymorphobacter","MAG_1907PLC3_metabat2_bin.152*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","f__Spirosomaceae","g__Arcicella","MAG_1909JMYZI2_maxbin2_bin.34.002",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp004354345","MAG_1908KQGRS3_vamb_S1C5212"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Cytophagales","MAG_TGLSC.20.08_metabat2_bin.88",,,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1908KQGRS_vamb_S1C4935",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1909JMYZI1_vamb_S1C14255",
